,疾病名称,多发人群
636,上矢状窦血栓性静脉炎,无特殊人群
637,脑膜肉瘤,所有人群
638,小儿肢端肥大症和垂体性巨人症,所有人群
639,小儿巨脑畸形综合征,婴幼儿
640,外伤后脑脂肪栓塞,所有人群
641,岩骨斜坡脑膜瘤,所有人群
642,脑真菌性肉芽肿,中壮年
643,小儿血管网状细胞瘤,婴幼儿
644,东方马型脑炎,接触马群者中老年人群
645,特发性青春期延迟,青少年
646,颅中窝脑膜瘤,所有人群
647,原发性阿米巴脑膜脑炎,所有人群
648,硬脑膜下脓肿,所有人群
649,睑板腺癌,发病年龄以50～70岁居多，女性多于男性
650,慢性闭角型青光眼,中老年多见
651,泪腺炎,儿童、青年
652,春季结膜炎,好发于儿童
653,眼睑带状疱疹,中、老年人群
654,梅毒性角膜病变,所有人群
655,外伤性白内障,老年人
656,青光眼睫状体炎综合征,20到50岁青壮年
657,急性虹膜睫状体炎,青壮年
658,急性闭角型青光眼,40岁以上女性
659,视网膜中央动脉阻塞,多发于老年人，多伴有高血压、动脉硬化、糖尿病等全身病。
660,淋菌性结膜炎,新生儿、成年人
661,黄斑囊样水肿,患有视网膜静脉阻塞、糖尿病性视网膜病变、视网膜血管炎等患者
662,包涵体性结膜炎,所有人群
663,先天性青光眼,儿童
664,急性泪囊炎,所有人群
665,年龄相关性白内障,多见于50岁以上的中老年人、随年龄增长发病率增高
666,眼内异物,所有人群
667,眼底病,所有人群
668,屈光参差,所有人群
669,高血压病视网膜病变,有高血压者较常见
670,视网膜血管炎,所有人群
671,中心性渗出性脉络膜视网膜病变,32～38岁中青年
672,伴有虹膜睫状体炎的继发性青光眼,青壮年
673,玻璃体及视网膜脱离手术所致青光眼,所有人群
674,流行性角结膜炎,集体场合的男女性人群
675,泪液分泌过多,所有人群
676,角膜擦伤,所有人
677,雪盲,高山运动员、高原工作者
678,眶脑膜瘤,多见于中年妇女。
679,变态反应性结膜炎,在儿童尤为多见
680,眼球破裂伤,外伤、中青年 车祸等斗殴事件多见
681,正常眼压性青光眼,40岁以上的中老年人
682,白膜侵睛,所有人群
683,脉络膜黑色素瘤,中年人群
684,原发性视网膜脱离,多数为30岁以上成年人，10岁以下的儿童少见
685,慢性泪腺炎,任何年龄都可发病、全身感染的尤为多见
686,脉络膜新生血管,60岁以上成人
687,白血病视网膜病变,急性或慢性白血病者，尤以急性者更常见
688,眶蜂窝织炎,儿童及成年人
689,巨乳头性结膜炎,所有人群
690,目劄病,小儿多见
691,后发性白内障,白内障患者
692,视网膜静脉周围炎,20～40岁男性青壮年
693,慢性卡他性结膜炎,均可发病
694,鲍恩病,多见于60岁以上男性
695,先天性眼球震颤,所有人群
696,急性卡他性结膜炎,均可发病
697,卡他性结膜炎,所有人
698,眼科重症肌无力,任何年龄均可起病，而相对的发病高峰是40岁的男性，
699,溢泪症,所有人群
700,眼肌麻痹性偏头痛,青少年居多
701,眼眶假瘤,所有人群
702,视神经病变,中、老年人
703,并发症白内障,所有人
704,腺泡细胞癌,40～60岁女性
705,接触性唇炎,女性和老年人
706,下颌后缩,所有人
707,腺性唇炎,成人男性
708,膜性口炎,多见于婴幼儿，偶见于成年人
709,前牙反合,所有人群
710,腮腺隙感染,所有人群
711,重舌,婴幼儿
712,舌甲状腺,胚胎期
713,小儿龋病,儿童人群
714,巨舌,原发性淀粉样变者多见
715,翼下颌间隙感染,所有人群
716,后牙反合,上颌牙弓狭窄、下颌发育过度者，唇腭裂患者
717,婴幼儿舌下囊肿,新生儿
718,嗜酸性腺瘤,50～60岁女性
719,急性化脓性腭扁桃体炎,所有人群
720,涎瘘,成年人
721,颏下间隙感染,所有人群均可发病
722,涎腺结核,所有人群
723,口腔灶性上皮增生,儿童
724,小儿牙本质生长不全综合征,儿童
725,小儿双唇综合征,婴幼儿
726,锁合,儿童
727,失语症,所有人群
728,舌头溃疡,所有人群
729,婴儿鹅口疮,2岁以内的婴幼儿
730,白毛舌,
731,扁桃体炎,儿童，青少年
732,慢性扁桃体炎,儿童、成年均可发生
733,急性喉炎,所有人群，年轻人
734,SAS,一般为成年人
735,传染性单核细胞增多,本病好发于青少年，男比女多为3:2
736,咽部乳头状瘤,男性人群
737,茎突综合征,20岁以上成年人
738,会厌炎,所有人群
739,急性单纯性咽炎,儿童
740,咽结膜热,儿童和青少年
741,奋森咽峡炎,所有人群
742,喉部创伤,所有人群
743,锁喉毒,新生儿
744,咽部混合瘤,成年人
745,粒性白细胞缺乏性咽峡炎,所有人群
746,扁桃体结石,
747,咽部硬结病,普遍易感
748,咽畸胎瘤,多见于25岁以下妇女、儿童和青少年
749,肉瘿,好发于青年及中年人，女性多见。
750,急喉风,所有人群
751,先天性声门下狭窄,新生儿
752,先天性喉裂,婴幼儿
753,咽部麻风,所有人群
754,细菌性心包炎,所有人群
755,心包胸腺瘤,所有人群
756,心包切开术后综合征,所有人群
757,贲门癌,所有人群
758,胃窦炎,多发于30岁以上的男性
759,小儿急性胃炎,婴幼儿
760,胃溃疡出血,胃十二指肠疾病继发
761,残胃癌,胃的良性疾病切除术后10～15年
762,老年人慢性胃炎,吸烟、饮酒老年患者
763,急性胃扩张,中老年多见
764,胃、十二指肠溃疡急性穿孔,十二指肠溃疡穿孔男性病人较多，胃溃疡穿孔多见于老年女性。
765,小儿慢性胃炎,小儿
766,老年人胃癌,老年人群
767,药物性胃病,中老年多见
768,急性单纯性胃炎,中青年多发
769,胃良性肿瘤,多见于中年以上，男女无明显差别。
770,巨大肥厚性胃炎,中老年及儿童多见
771,胃泌素瘤,30～50岁之间
772,胃扭转,中老年多见发
773,食积胃病,小儿多发
774,胃石,小儿多见
775,电冰箱胃炎,所有人群
776,胃平滑肌瘤,所有人群
777,胃纳呆滞,老年人
778,胃结核,晚期结核病人
779,胃轻瘫综合征,年轻女性
780,胃切除后胆汁返流性胃炎,成人
781,胃切除术后并发症,胃切除术后
782,胃内异物,儿童多见
783,贲门炎,所有人
784,急性泪腺炎,青壮年人群
785,婴幼儿型内斜视,婴幼儿
786,外隐斜,所有人
787,单纯疱疹病毒性巩膜炎,所有人群
788,基质性角膜炎,青少年多见于5～20岁
789,黄斑裂孔性视网膜脱离,老年人
790,Leber遗传性视神经病变,男性患者居多，常于15～35岁发病
791,眼球内陷,中老年人
792,疼痛性眼肌麻痹,所有人群
793,角膜病变,所有人群
794,风轮湿热,用眼过多
795,原发性青少年型青光眼,青少年人群
796,眼睑基底细胞癌,中老年人
797,脉络膜脱离,眼科手术病人
798,隐斜,所有人群
799,Terrien角膜边缘性变性,多数在20～40岁发病
800,急性视网膜坏死综合征,所有人群
801,维生素Ａ缺乏症所致的角膜溃疡病,小儿
802,角膜基质炎,多见于5～20岁
803,化脓性角膜炎,青壮年多见
804,膜性结膜炎,多见于儿童和青少年
805,先天性无虹膜,所有人群
806,特发性葡萄膜大脑炎,好发于青壮年
807,虹膜色素痣,白种人比有色人种多见
808,原发性急性闭角型青光眼,所有人群
809,结膜结核病,所有人群
810,搏动性眼球突出症,先天性或后天性颈内动脉瘤或动脉硬化患者，多为单侧性
811,Coats病,男性青少年
812,特发性黄斑裂孔,有无屈光不正、外伤、眼内炎等病史的老年人
813,原发性婴幼儿型青光眼,婴幼儿
814,变性近视的脉络膜萎缩,所有人群
815,化脓性葡萄膜炎,所有人群
816,金黄色葡萄球菌性边缘性角膜炎,所有人群
817,眼眶肌炎,所有人群、中年为多
818,虹膜角膜内皮综合征,儿童和中年妇女，男与女之比为1∶2～1∶5
819,棘阿米巴性角膜炎,多为年轻的健康人，男女比例均等
820,复发性多发性软骨炎伴发的葡萄膜炎,多见于40-59岁成年人
821,眼球穿孔伤,儿童及青壮年工人
822,家族性渗出性玻璃体视网膜病变,足月顺产新生儿
823,恒定性外斜视,儿童
824,色素性青光眼,所有人群
825,化学性眼外伤,化学物质接触者
826,Thygeson浅层点状角膜病变,所有人群
827,产后目病,产妇
828,眼眶脓肿,所有人群
829,赖特综合征性巩膜炎,遗传易感人群
830,角膜葡萄肿,中老年人
831,穿透性角膜移植术所致青光眼,所有人群
832,急性视网膜色素上皮炎,所有人群
833,眼异物伤,所有人群
834,多灶性脉络膜炎伴全葡萄膜炎,所有人群
835,视网膜下新生血管膜,所有人群
836,咽血管畸形,新生儿
837,会厌囊肿,
838,喉结核,
839,甲减,女性多于男性
840,甲状腺炎,女性多见
841,毒性弥漫性甲状腺肿,多见于中青年人群
842,甲状腺乳头状癌,儿童或年轻（40岁前）女性
843,毒性结节性甲状腺肿,所有人群
844,无痛性甲状腺炎,产后多见
845,老年人甲状腺功能低下,所有老年人可见
846,甲状腺髓样癌,女性，且年龄在30～60岁之间
847,妊娠期甲状腺功能亢进,孕妇
848,急性化脓性甲状腺炎,营养不良婴儿、糖尿病患者、身体虚弱老人、免疫缺陷的病
849,气瘿,"本病多流行于缺碘的高原山区，如云贵高原及陕西、山西、宁夏等地,青春期女性"
850,无功能性甲状旁腺囊肿,好发于青中年，以女性多发
851,小儿甲状旁腺功能减退症,儿童人群
852,小儿急性化脓性甲状腺炎,所有小儿可见
853,小儿单纯性甲状腺肿,儿童人群
854,小儿无甲状腺性克汀病,儿童人群
855,小儿原发性甲状旁腺功能亢进症,儿童人群
856,小儿地方性克汀病,婴幼儿
857,甲状腺结节钙化,女性
858,气管炎,中老年人
859,气管闭合性损伤,所有人群
860,气管及支气管发育障碍,所有人群
861,过敏性咳嗽,儿童
862,乳腺癌,45-55岁女性，绝经期过迟，超过55岁尚未绝经的女性。
863,急性乳腺炎,初产妇
864,乳头溢液,女性朋友，特别是刚产妇
865,乳腺纤维腺瘤,20-30岁之间女性
866,浆细胞性乳腺炎,中、老年女性居多
867,乳腺腺病,妇女，尤其中年妇女多见
868,积乳囊肿,妊娠期、哺乳妇女
869,乳房单纯囊肿,女性，主要是育龄期妇女 、 18～25 岁
870,乳房外湿疹样癌,中老年女性多见
871,非哺乳期乳晕部瘘管,非哺乳期妇女
872,隐匿型乳腺癌,中老年女性多发
873,乳房缺少症,多发生于女性
874,早熟性儿童乳房肥大症,其发病年龄为1～5岁
875,乳头侵蚀性腺瘤病,主要见于中年妇女，亦见于男性
876,乳疬,儿童、男性
877,委内瑞拉马脑炎,所有人群
878,小儿星形细胞瘤,儿童
879,小儿硬脑膜外血肿,儿童
880,颅后窝血肿,所有人群
881,婴儿肉毒中毒综合征,婴儿
882,铜绿色假单胞菌脑膜炎,好发于青少年，以儿童多见
883,加利福尼亚脑炎,所有人群
884,投掷运动,所有人群
885,西方马型脑炎,所有人群
886,小儿脑挫裂伤,小儿
887,苏格兰脑炎,所有人群
888,小儿硬脑膜下血肿,小儿
889,小儿空鞍综合征,婴幼儿
890,希尔德病,所有人群
891,小儿硬脑膜外脓肿,小儿
892,硬脊膜脓肿,所有人
893,硬脑膜外和硬脑膜下脓肿,所有人
894,小儿发育性角回综合征,小儿
895,小儿弱智,儿童
896,轻微脑震荡,头部受外力打击者
897,轻微脑瘫,幼儿
898,筛窦炎,
899,白内障,儿童、老年人
900,红眼病,所有人群
901,视网膜病变,老年患者常见
902,屈光不正,学生人群尤其多发
903,翼状胬肉,户外劳动者
904,视神经萎缩,所有人群
905,巩膜炎,无特殊发病群体
906,夜盲症,多见于儿童
907,斜视,用眼姿势不良者
908,衣原体感染症,所有人群
909,虹膜睫状体炎,所有人群
910,老花眼,大多出现在45岁以后，随年龄增加发病增加
911,睑缘炎,所有人群
912,视网膜色素变性,男性患者及近亲通婚的子女多见
913,中心性浆液性脉络膜视网膜病变,男性比女性更容易患病，约占全部患者的80%，发病年龄多在30-50之间，20%-40%的患者发病累及双侧眼。
914,先天性白内障,新生儿
915,眼球突出,好发于中年人，女性多发
916,缺血性视神经病变,多见于老年人，超过60岁，女较男多见。
917,圆锥角膜,多于青春期发病
918,新生儿泪囊炎,新生儿
919,眼球震颤,先天性多见于儿童。成人亦可患此病
920,眼部带状疱疹,多见于中、老年患者
921,慢性泪囊炎,发病率以农村多见，好发于中老年女性
922,葡萄膜炎,多发于青壮年
923,春季性结膜炎,儿童、青少年
924,春季卡他性结膜炎,男性儿童及青年
925,真菌性角膜炎,多见于青壮年、老年及农民
926,早产儿视网膜病变,早产儿多见
927,球后视神经炎,所有人群
928,水痘-带状疱疹性葡萄膜炎,可先天性的或获得性，后天无特殊发病人群
929,眼睑湿疹,腺病体质及营养不良的儿童易发生
930,手术后反流性胃炎,手术后反流性胃炎
931,成人肥大性幽门狭窄,男性
932,胃神经纤维瘤,多见于中年人，男女性别无明显差异
933,残胃平滑肌肉瘤,胃切除术后患者
934,残窦综合征,所有人群
935,小儿胃结块症,儿童
936,小儿乳积,婴幼儿
937,十二指肠球炎,所有人群
938,先天性胃壁肌层缺损,所有人群
939,切除术后内疝,胃大部切除术后
940,拉肚子,所有人群，经常乱吃东西的人，肠胃敏感的人
941,肠梗阻,所有人群
942,结肠炎,饮食不节的人群
943,溃疡性结肠炎,35岁左右
944,结肠息肉,所有人群
945,伤寒,所有人群
946,慢性腹泻,无特殊发病群体
947,直肠脱垂,幼年期，老年期，久病体弱和身体瘦高者，女性高于男性
948,大肠息肉,幼年性息肉多见于儿童
949,肠结核,无特殊发病群体
950,肠道菌群失调症,所有人群
951,慢性溃疡性结肠炎,所有人群
952,钩虫病,所有人群
953,婴儿肠痉挛,婴幼儿
954,肠道息肉病,40岁以上的中老年男性
955,大肠湿热,所有人群
956,结肠瘘,所有人群
957,小肠梗阻,曾接受腹部手术者多见
958,粘连性肠梗阻,所有人群
959,结肠黑变病,多大于60岁，男性多于女性
960,肠郁,中青年女性多见
961,伪膜性肠炎,老年人、重症患者、免疫功能低下及外科大手术后患者多发
962,阿米巴结肠炎,男多于女，成年多于儿童
963,小肠吸收不良综合征,所有人群
964,小儿先天性巨结肠,婴幼儿
965,肠息肉,所有人群
966,直肠子宫内膜异位症,发病年龄为20～40岁。
967,黏多糖贮积症Ⅰ型,1-2岁儿童
968,微小度数斜视,所有人群
969,霜样树枝状视网膜血管炎,所有人群
970,药物相关性青光眼,所有人群
971,视交叉病变,所有人群
972,虹膜新生血管,有眼病者
973,少年儿童葡萄膜炎,儿童
974,眼球震颤阻滞综合征,所有人群
975,上斜肌腱鞘综合征,所有人群
976,晶状体相关葡萄膜炎,所有人群
977,眼眶横纹肌肉瘤,儿童
978,先天性小眼球合并眼眶囊肿,所有人群
979,晶状体异位,中老年人
980,眼外肌猪囊尾蚴病,所有人群
981,赤脉贯布,肺热亢盛者
982,莱姆病性巩膜炎,所有人群
983,麻风性葡萄膜炎,南方地区经济条件差的人群
984,匐行性角膜溃疡,所有人群
985,分泌过多性青光眼,老年人
986,脉络膜脱离型视网膜脱离,所有人群
987,眼眶平滑肌瘤,所有人群
988,晶状体蛋白过敏性青光眼,白内障囊外摘除术后
